"Node_Id:ID(Node)",":LABEL","name","tokens","documentation","Project"
"0","Project","AndResGuard","AndResGuard","None"
"1184","Field","path","None","None"
"1185","Field","path","None","None"
"1186","Field","path","None","None"
"1187","Method","getFiles","None","None"
"1188","Method","getFiles","None","None"
"1189","Field","recursive","None","None"
"1190","Method","getDirs","None","None"
"1191","Method","getDirs","None","None"
"1192","Field","recursive","None","None"
"1193","Method","containsFile","None","None"
"1194","Field","path","None","None"
"1195","Method","containsDir","None","None"
"1196","Field","path","None","None"
"1197","Method","getFileInput","None","None"
"1198","Field","path","None","None"
"1199","Method","getFileOutput","None","None"
"1200","Field","path","None","None"
"1201","Method","getDir","None","None"
"1202","Field","path","None","None"
"1203","Method","createDir","None","None"
"1204","Field","path","None","None"
"1205","Method","removeFile","public boolean removeFile(String path);","None"
"1206","Field","path","None","None"
"1207","Class","FileDirectory","FileDirectory","None"
"1208","Field","mDir","None","None"
"1209","Field","dir","None","None"
"1210","Field","dir","None","None"
"1211","Field","name","None","None"
"1212","Field","dir","None","None"
"1213","Field","name","None","None"
"1214","Field","name","None","None"
"1215","Field","name","None","None"
"1216","Field","name","None","None"
"1217","Field","files","None","None"
"1218","Field","file","None","None"
"1219","Method","createDirLocal","protected AbstractDirectory createDirLocal(String name) throws DirectoryException {
    File dir = new File(generatePath(name));
    dir.mkdir();
    return new FileDirectory(dir);
  }","None"
"1220","Field","name","None","None"
"1221","Field","dir","None","None"
"1222","Method","getFileInputLocal","protected InputStream getFileInputLocal(String name) throws DirectoryException {
    try {
      return new FileInputStream(generatePath(name));
    } catch (FileNotFoundException e) {
      throw new DirectoryException(e);
    }
  }","None"
"1223","Field","name","None","None"
"1224","Method","getFileOutputLocal","protected OutputStream getFileOutputLocal(String name) throws DirectoryException {
    try {
      return new FileOutputStream(generatePath(name));
    } catch (FileNotFoundException e) {
      throw new DirectoryException(e);
    }
  }","None"
"1225","Field","name","None","None"
"1226","Method","loadDirs","protected void loadDirs() {
    loadAll();
  }","None"
"1227","Method","loadFiles","protected void loadFiles() {
    loadAll();
  }","None"
"1228","Method","removeFileLocal","protected void removeFileLocal(String name) {
    new File(generatePath(name)).delete();
  }","None"
"1229","Field","name","None","None"
"1230","Method","generatePath","private String generatePath(String name) {
    return getDir().getPath() + separator + name;
  }","None"
"1231","Field","name","None","None"
"1232","Method","loadAll","private void loadAll() {
    mFiles = new LinkedHashSet<String>();
    mDirs = new LinkedHashMap<String, AbstractDirectory>();

    File[] files = getDir().listFiles();
    for (int i = 0; i < files.length; i++) {
      File file = files[i];
      if (file.isFile()) {
        mFiles.add(file.getName());
      } else {
        // IMPOSSIBLE_EXCEPTION
        try {
          mDirs.put(file.getName(), new FileDirectory(file));
        } catch (DirectoryException e) {
        }
      }
    }
  }","None"
"1233","Field","files","None","None"
"1234","Field","file","None","None"
"1235","Method","getDir","private File getDir() {
    return mDir;
  }","None"
"1236","Class","PathNotExist","PathNotExist","None"
"1237","Field","serialVersionUID","None","None"
"1238","Field","detailMessage","None","None"
"1239","Field","throwable","None","None"
"1240","Field","detailMessage","None","None"
"1241","Field","throwable","None","None"
"1242","Class","ZipRODirectory","ZipRODirectory","None"
"1243","Field","mZipFile","None","None"
"1244","Field","mPath","None","None"
"1245","Field","zipFileName","None","None"
"1246","Field","zipFile","None","None"
"1247","Field","zipFile","None","None"
"1248","Field","zipFileName","None","None"
"1249","Field","path","None","None"
"1250","Field","zipFile","None","None"
"1251","Field","path","None","None"
"1252","Field","zipFile","None","None"
"1253","Field","path","None","None"
"1254","Field","name","None","None"
"1255","Field","name","None","None"
"1256","Field","name","None","None"
"1257","Field","name","None","None"
"1258","Field","prefixLen","None","None"
"1259","Field","entries","None","None"
"1260","Field","entry","None","None"
"1261","Field","name","None","None"
"1262","Field","subname","None","None"
"1263","Field","pos","None","None"
"1264","Field","dir","None","None"
"1265","Method","createDirLocal","protected AbstractDirectory createDirLocal(String name) throws DirectoryException {
    throw new UnsupportedOperationException();
  }","None"
"1266","Field","name","None","None"
"1267","Method","getFileInputLocal","protected InputStream getFileInputLocal(String name) throws DirectoryException {
    try {
      return getZipFile().getInputStream(new ZipEntry(getPath() + name));
    } catch (IOException e) {
      throw new PathNotExist(name, e);
    }
  }","None"
"1268","Field","name","None","None"
"1269","Method","getFileOutputLocal","protected OutputStream getFileOutputLocal(String name) throws DirectoryException {
    throw new UnsupportedOperationException();
  }","None"
"1270","Field","name","None","None"
"1271","Method","loadDirs","protected void loadDirs() {
    loadAll();
  }","None"
"1272","Method","loadFiles","protected void loadFiles() {
    loadAll();
  }","None"
"1273","Method","removeFileLocal","protected void removeFileLocal(String name) {
    throw new UnsupportedOperationException();
  }","None"
"1274","Field","name","None","None"
"1275","Method","loadAll","private void loadAll() {
    mFiles = new LinkedHashSet<>();
    mDirs = new LinkedHashMap<>();

    int prefixLen = getPath().length();
    Enumeration<? extends ZipEntry> entries = getZipFile().entries();
    while (entries.hasMoreElements()) {
      ZipEntry entry = entries.nextElement();
      String name = entry.getName();

      if (name.equals(getPath()) || !name.startsWith(getPath())) {
        continue;
      }

      String subname = name.substring(prefixLen);
      int pos = subname.indexOf(separator);
      if (pos == -1) {
        if (!entry.isDirectory()) {
          mFiles.add(subname);
          continue;
        }
      } else {
        subname = subname.substring(0, pos);
      }

      if (!mDirs.containsKey(subname)) {
        AbstractDirectory dir = new ZipRODirectory(getZipFile(), getPath() + subname + separator);
        mDirs.put(subname, dir);
      }
    }
  }","None"
"1276","Field","prefixLen","None","None"
"1277","Field","entries","None","None"
"1278","Field","entry","None","None"
"1279","Field","name","None","None"
"1280","Field","subname","None","None"
"1281","Field","pos","None","None"
"1282","Field","dir","None","None"
"1283","Method","getPath","private String getPath() {
    return mPath;
  }","None"
"1284","Method","getZipFile","private ZipFile getZipFile() {
    return mZipFile;
  }","None"
"1285","Class","AbstractDirectory","AbstractDirectory","None"
"1286","Field","mFiles","None","None"
"1287","Field","mDirs","None","None"
"1288","Field","recursive","None","None"
"1289","Field","files","None","None"
"1290","Field","path","None","None"
"1291","Field","subpath","None","None"
"1292","Field","path","None","None"
"1293","Field","subpath","None","None"
"1294","Field","recursive","None","None"
"1295","Field","path","None","None"
"1296","Field","subpath","None","None"
"1297","Field","path","None","None"
"1298","Field","parsed","None","None"
"1299","Field","dir","None","None"
"1300","Field","path","None","None"
"1301","Field","subpath","None","None"
"1302","Field","path","None","None"
"1303","Field","parsed","None","None"
"1304","Field","dir","None","None"
"1305","Field","path","None","None"
"1306","Field","subpath","None","None"
"1307","Field","recursive","None","None"
"1308","Field","dirs","None","None"
"1309","Field","path","None","None"
"1310","Field","parsed","None","None"
"1311","Field","path","None","None"
"1312","Field","pos","None","None"
"1313","Field","name","None","None"
"1314","Field","name","None","None"
"1315","Field","name","None","None"
"1316","Field","name","None","None"
"1317","Field","dir","None","None"
"1318","Field","subpath","None","None"
"1319","Field","dir","None","None"
"1320","Field","subpath","None","None"
"1321","Field","dir","None","None"
"1322","Field","path","None","None"
"1323","Field","dir","None","None"
"1324","Field","path","None","None"
"1325","Method","getFiles","public Set<String> getFiles() {
    return getFiles(false);
  }","None"
"1326","Method","getFiles","public Set<String> getFiles(boolean recursive) {
    if (mFiles == null) {
      loadFiles();
    }
    if (!recursive) {
      return mFiles;
    }

    Set<String> files = new LinkedHashSet<String>(mFiles);
    for (Map.Entry<String, ? extends Directory> dir : getAbstractDirs().entrySet()) {
      for (String path : dir.getValue().getFiles(true)) {
        files.add(dir.getKey() + separator + path);
      }
    }
    return files;
  }","None"
